Array Size,First Run,Average of Remaining 9 Runs
1000,4.68047E-4,6.528555555555556E-5
10000,0.001324544,8.093915555555556E-4
100000,0.021550848,0.010163222555555556
1000000,0.153921776,0.12076954833333334
10000000,1.679615845,1.4521230203333333
100000000,19.009735002,17.09708219722222
