Array Size,First Run,Average of Remaining 9 Runs
1000,9.60276E-4,7.500511111111112E-5
10000,0.001127062,9.218877777777779E-4
100000,0.020059495,0.011284843666666667
1000000,0.168469923,0.1342861677777778
10000000,1.8263374,1.5798351741111112
100000000,19.117774653,18.282071611666666
