"Array Size","First Run","Average of Remaining 9 Runs"
"1000","0.073845303","0.05337111522222222"
"10000","0.12601408","0.6793090192222222"
"100000","3.31167679","3.8043134833333334"
"1000000","4.21804591","10.529198905999998"
"10000000","5.473441715","6.1490571696666665"
"100000000","8.689265533","10.598847347666666"
