Array Size,First Run,Average of Remaining 9 Runs
1000,4.12611E-4,3.611466666666666E-5
10000,0.003583441,5.56424888888889E-4
100000,0.01152663,0.005643059000000001
1000000,0.091844519,0.06741923277777777
10000000,0.774152181,0.8011120942222223
100000000,8.92290853,9.08216342311111
