Array Size,First Run,Average of Remaining 9 Runs
1000,0.01657979,0.0015665055555555557
10000,0.037676385,0.005020565666666667
100000,0.114582893,0.025022988111111113
1000000,0.327178884,0.25913317599999997
10000000,3.399457039,2.8159639077777783
100000000,33.580743155,31.79588315033333
